,Unnamed: 0,Topic,question,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link,answers,compound,Sentiment,old_score,followers_n,engagement,sentiment_score
429,429,Indian-Institute-of-Technology-Bombay-IITB,"I am very much interested in theoretical physics, but my dream college is IIT Bombay. Which branch should I choose there?",4,3,4/3,No,Followed,2020-04-17,/I-am-very-much-interested-in-theoretical-physics-but-my-dream-college-is-IIT-Bombay-Which-branch-should-I-choose-there,"I would recommend that you should not be fixated to just one dream college but consider different options. As others have said Engineering Physics is the branch you you can go for in IITB. But if you want to go for pure Physics, you should also consider the undergraduate courses in IISC and IISERs. These are very well reputed colleges, comparable to the IITs if not better in the pure science fields. I would recommend going through all the different courses and programs offered by these colleges and decide for yourself. All the best for your future!😊 ",0.9683,Positive,5,0.043478260869565216,1,5
430,430,Indian-Institute-of-Technology-Bombay-IITB,What are the subjects to prepare for the IIT B interview for an MTech in Environmental Engineering?,0,1,0/1,No,Requested,2020-04-16,/What-are-the-subjects-to-prepare-for-the-IIT-B-interview-for-an-MTech-in-Environmental-Engineering,"In GATE 2019 chemical engineering, I got 918 rank and I'm belong to OBC category. I got the interview call for the MTech environmental engineering so I'm eligible to answer this question. Disclaimer: Here I'm just sharing my and my friend's experience (who also attended the interview and he is also form chemical engineering background) and it may have different for each person. I reach to the department late from actual time because at the same time I had another written test. This is allowed by department to come late because I had valid reason. After reaching there I had to wait for document verification and at that pannel was allotted to me by TA (Teaching assistant). There were 5 pannels. I think 2nd pannel was allotted to me (not remember exactly). After all formalities I went to the interview room there were 3 memeber in the pannel. First I greeted them and they offered me chair for sitting. Then interview started I am form chemical engineering background so they started with basic questions of chemical engineering. Then they see my departmental priority check list and see my preference of environmental engineering department. (Priority list is the one when you submit your online form you have to set preference for each department.) The interview was going normal they have asked me basic questions and few conceptual questions and I answered them well too. Then one member asked me a question related to probability and distribution which answer I didn't know then I deny politely. Then another member asked be the assumption taken to generate Langmuir isotherm used for adsorption but I didn't remember it so I deny and my interview got over. Now I'm sharing my one friend's experience. He was allotted to some another pannel and he told me that his pannel member were very strict. They asked him about his final year BTech project and some difficult questions of chemical engineering as well as related to environmental engineering. So finally I conclude that it mostly depends upon pannel members. But I think the basic knowledge of environmental engineering you studied during your undergraduate curriculum will be helpful. From my experience I can say that generally they prefer to asked questions related to your core field. Thanks for reading. I hope it helps you. :-) ",0.9642,Positive,5,0.0,0,5
431,431,Indian-Institute-of-Technology-Bombay-IITB,What is the best place to get a degree on smart manufacturing in India?,1,1,1/1,No,Followed,2020-04-16,/What-is-the-best-place-to-get-a-degree-on-smart-manufacturing-in-India,"Smart Manufacturing/Computer Integrated Manufacturing is offered as a specialisation as part of Mechanical or Production Engineering in almost all reputed old Engineering colleges such as the old IIT's, Jadavpur University, BITS Pilani. Out of these, you may like to consider the Programmes at IIT Kgp or Jadavpur University as these have the oldest Production Engineering departments in India and are pioneers in the field of manufacturing automation. ",0.6369,Positive,5,0.010869565217391304,0,5
432,432,Indian-Institute-of-Technology-Bombay-IITB,Does IIT Bombay offer an MSc in biochemistry?,1,1,1/1,No,Followed,2020-04-15,/Does-IIT-Bombay-offer-an-MSc-in-biochemistry,"It does not offer MSc in biochemistry but there are labs , working on aspects of biochemistry ,enzymology , biophysics and structural biology so you can do PhD from there . ",0.0,Neutral,3,0.010869565217391304,0,3
433,433,Indian-Institute-of-Technology-Bombay-IITB,Why do most of the engineering innovations from IITs not enter the mainstream market?,2,1,2/1,No,Followed,2020-04-15,/Why-do-most-of-the-engineering-innovations-from-IITs-not-enter-the-mainstream-market,"IIT for tjat matter any academic innovation takes place at a very small scale or should I say at academic level. To bring that innovation to mainstream market, it needs to be scaled at commercial level which is a tough and time consuming process. ",0.5859,Positive,4,0.021739130434782608,1,5
434,434,Indian-Institute-of-Technology-Bombay-IITB,How should I prepare for the JEE 2021? I am starting now and am currently promoting to 12th.,16,4,16/4,Yes,Followed,2020-04-21,/How-should-I-prepare-for-the-JEE-2021-I-am-starting-now-and-am-currently-promoting-to-12th,"Hi There, I have uploaded day-wise schedule for IIT-JEE-2021/2022 for XI,XII and XII-pass students (Like in which sequence you are supposed to study and on what day you are supposed to study what). It will help you in keeping your preparation disciplined and will save your time in deciding what to study next etc. For planning , mistakes and strategy of IIT-JEE preparation you can follow my Youtube channel (Search with my name). All the best ",0.8779,Positive,5,0.17391304347826086,1,5
435,435,Indian-Institute-of-Technology-Bombay-IITB,How should I prepare for the JEE 2021? I am starting now and am currently promoting to 12th.,16,4,16/4,Yes,Followed,2020-04-21,/How-should-I-prepare-for-the-JEE-2021-I-am-starting-now-and-am-currently-promoting-to-12th,"During this time very limited sources are available for students to study upon. So as you have a nice amount of time available to study. This becomes your utmost priority to utilize this time efficiently. For this if you have any good source to study of the syllabus of 12th class , which are mostly the online sources like unacademy , as coaching classes are not available , so you can study from these online sources. But if you don’t have good source to study of 12th class , for this you don’t have to worry as the syllabus of JEE is approximately equally dividend in 11th and 12th class. So as you ha Continue ReadingDuring this time very limited sources are available for students to study upon. So as you have a nice amount of time available to study. This becomes your utmost priority to utilize this time efficiently. For this if you have any good source to study of the syllabus of 12th class , which are mostly the online sources like unacademy , as coaching classes are not available , so you can study from these online sources. But if you don’t have good source to study of 12th class , for this you don’t have to worry as the syllabus of JEE is approximately equally dividend in 11th and 12th class. So as you have already passed the 11th , you can prepare fully for this , and develop a stronger hand in that. If you have any other query you can ask me freely. PL upvote it. ~SP ",0.9855,Positive,5,0.17391304347826086,1,5
436,436,Indian-Institute-of-Technology-Bombay-IITB,Which is the best department in IIT Bombay for an M.Tech in mechanical engineering?,12,1,12/1,Yes,Followed,2020-04-24,/Which-is-the-best-department-in-IIT-Bombay-for-an-M-Tech-in-mechanical-engineering,"First of all i just want to clear that there is nothing like best or worst departments, all are equillly important as every department has been created with dedicated area to work on. Now coming to question, for M. Tech. students of mechanical engineering, if seeking for further study/research work, relevent branch will be more useful, as you have done lots of works in that area and you can utilise your previous knowledge for your work. some departments are mechanical itself, materials science, aerospace etc. but if are interested in other areas, it is okay to go with, but you have to work harder and you need to work from the ground as you know very little in this area. Other perspective- if you are M. Tech. , you must be thinking of PhD(guess), try checking about topic of work (not department). because in PhD your area of interest is more important than department. Best of Luck ",0.975,Positive,5,0.13043478260869565,1,5
437,437,Indian-Institute-of-Technology-Bombay-IITB,How difficult is it to get an internship in IIT Bombay or other IITs with a CGPA of 9.46 and average coding skills being in 2nd year of BE? What are the different ways to apply being from non IITs and NITs?,12,2,12/2,Yes,Followed,2020-04-15,/How-difficult-is-it-to-get-an-internship-in-IIT-Bombay-or-other-IITs-with-a-CGPA-of-9-46-and-average-coding-skills-being-in-2nd-year-of-BE-What-are-the-different-ways-to-apply-being-from-non-IITs-and-NITs,"Most of the IIT's and IISC have their own programs for internships for the 2nd and 3rd year students from all colleges across India. I can give you a brief about the program in IITR where I performed internship in my 2nd year. The process is the same for all programs. IIT Roorkee has a summer research internship program, SPARK. Any 2nd or 3rd yearite from colleges throught India can apply in this program. Here's a link to the official website of SPARK SPARK | IIT Roorkee. For applying, you must satisfy a minimum cgpa criteria which is usually 7.5 or 8. Website contains different projects from whi Continue ReadingMost of the IIT's and IISC have their own programs for internships for the 2nd and 3rd year students from all colleges across India. I can give you a brief about the program in IITR where I performed internship in my 2nd year. The process is the same for all programs. IIT Roorkee has a summer research internship program, SPARK. Any 2nd or 3rd yearite from colleges throught India can apply in this program. Here's a link to the official website of SPARK SPARK | IIT Roorkee. For applying, you must satisfy a minimum cgpa criteria which is usually 7.5 or 8. Website contains different projects from which you have to select 5 in a priority order. You have to submit your application along with your Resume, a Statement of Purpose of about 500 words, and an NOC from your institute. From the many applications, the professors will select the best fit for the project considering your CGPA, previous projects and motivation for research (Statement of Purpose). It is a 2 month internship where you will recieve a stipend of INR 2500 per week. Now coming to the difficulty part, it depends on the project and Professor you choose. Some projects are selected by about 100 students while some are selected by 10 students. The professor will select one or two students from these depending on their requirement. So, it is fairly selective but I guess with a high CGPA (9+) and projects in the given field, you have a very good chance of acceptance. These programs usually focus more on CGPA and less on projects, but even if you have a less CGPA but high motivation and have done good projects, you can apply directly to professors. Apart from these designated programs, you can also mail a professor directly with whom you want to do a project for summers. He will look upon your work and may select you for internship. If you need any help on writting an SOP, you can message me. Thanks!! ",0.9911,Positive,5,0.13043478260869565,1,5
438,438,Indian-Institute-of-Technology-Bombay-IITB,How difficult is it to get an internship in IIT Bombay or other IITs with a CGPA of 9.46 and average coding skills being in 2nd year of BE? What are the different ways to apply being from non IITs and NITs?,12,2,12/2,Yes,Followed,2020-04-15,/How-difficult-is-it-to-get-an-internship-in-IIT-Bombay-or-other-IITs-with-a-CGPA-of-9-46-and-average-coding-skills-being-in-2nd-year-of-BE-What-are-the-different-ways-to-apply-being-from-non-IITs-and-NITs,In my class one guy named Arun was there who was a average student (7.6 GPA approx) but technically sound person. He wasn’t worried about the Grades rather he focused on spending time in Laboratories gaining practical exposures. At 6th semester he developed his own project based on irrigation system for farmers. He submitted at IIT Madras for a technofest . They loved his work and called him for 6 months of intership there and developed a prototype of the same project there and he acquired a patent also. ,0.8922,Positive,5,0.13043478260869565,1,5
439,439,Indian-Institute-of-Technology-Bombay-IITB,What programming language do IITians learn in their first year course 'Introduction to Computer Programming?',11,1,11/1,Yes,Followed,2020-04-14,/What-programming-language-do-IITians-learn-in-their-first-year-course-Introduction-to-Computer-Programming,It was C. The lectures were mostly theoretical and the exams where mostly on pen and paper where we memorised stuff like #include <studio.h> But it was super and the book we used (let us C) was very lucid. It was the data structures and algorithms in second semester that felt like Godzilla straight out of the blue. ,0.9136,Positive,5,0.11956521739130435,1,5
440,440,Indian-Institute-of-Technology-Bombay-IITB,People say that electrical engineering at IITB is very tough. It is also believed that they don't have fun. Is it true?,4,4,4/4,No,Followed,2020-05-30,/People-say-that-electrical-engineering-at-IITB-is-very-tough-It-is-also-believed-that-they-dont-have-fun-Is-it-true,"What you have heard is partially true. Compared to the academics of other branches, electrical is definitely harder. Reasons for the same being : LABS: Generally we have 2–3 Labs per semester. But the time needed is much greater than the credit. (A course of 6 credit means that students should give 3 hours a week to that course inclusive of class, tutorials, and self-study). But in the case of labs, we have to devote about 10 hours per week for 3 credit labs resulting in a busy and hectic schedule.COURSES: Almost all the courses in Electrical Engineering require decent mathematical knowledge on Continue ReadingWhat you have heard is partially true. Compared to the academics of other branches, electrical is definitely harder. Reasons for the same being : LABS: Generally we have 2–3 Labs per semester. But the time needed is much greater than the credit. (A course of 6 credit means that students should give 3 hours a week to that course inclusive of class, tutorials, and self-study). But in the case of labs, we have to devote about 10 hours per week for 3 credit labs resulting in a busy and hectic schedule.COURSES: Almost all the courses in Electrical Engineering require decent mathematical knowledge on some concepts or coding mindset (Analog, Digital, Signals, and Systems, Communication Systems require Mathematics and Microprocessors courses require coding). Therefore students having weak mathematics suffer a lot.RELATIVE GRADING: Grades are awarded relatively. Since IITB Electrical consists of high rankers, competition is fierce.INTEREST: Not everyone who is in the batch in interested in Electrical Engineering. So giving 45–50 hours or even more to the subjects you don’t like studying is really tough.Now coming to the fun part We do have fun in spite of the academics. It’s one of the reasons due to which some students' grades are ruined XD. IITB provides you a lot of opportunities for having fun within the campus. There are different clubs which you can join according to your interests. Apart from that, we have treks, trips, and fests too. And after all, it’s Mumbai, so you can go on a road trip on any weekend provided there is no quiz or examination. ",0.9957,Positive,5,0.043478260869565216,1,5
441,441,Indian-Institute-of-Technology-Bombay-IITB,People say that electrical engineering at IITB is very tough. It is also believed that they don't have fun. Is it true?,4,4,4/4,No,Followed,2020-05-30,/People-say-that-electrical-engineering-at-IITB-is-very-tough-It-is-also-believed-that-they-dont-have-fun-Is-it-true,"I certainly hope it is tough. If it is not, then IIT Bombay is not doing its job, is it? Fun is a matter of opinion. Your viewpoint seems more interesting. Why do you expect any engineering discipline in any respectable IIT to be “not tough” and “fun”? What exactly are you thinking when you prepare for the entrance exam? There must be easier ways of having fun while studying subjects that are not tough. As a separate matter, regarding “fun”. Once I was in a flight, reading a technical article. It had equations in it. A pretty and young air hostess looked at it and said, “My god, is that mathematics Continue ReadingI certainly hope it is tough. If it is not, then IIT Bombay is not doing its job, is it? Fun is a matter of opinion. Your viewpoint seems more interesting. Why do you expect any engineering discipline in any respectable IIT to be “not tough” and “fun”? What exactly are you thinking when you prepare for the entrance exam? There must be easier ways of having fun while studying subjects that are not tough. As a separate matter, regarding “fun”. Once I was in a flight, reading a technical article. It had equations in it. A pretty and young air hostess looked at it and said, “My god, is that mathematics? I feel sorry for you.” I looked at her, not a hair out of place and make-up perfect, standing straight at the end of what was probably a long day, a professional smile on her face, efficiently serving a large number of people food, up and down, bringing water, not raising her voice, maintaining discipline … She was a kind and nice person, doing a tough job. I could not really tell her to her face that I would be prepared to study mathematics for another ten years rather than do her job. I think her job is very difficult, and she does it with considerable grace and poise, but I wonder if she is having fun even when she is smiling. On the other hand, there are frequently times when I am working and I say to myself, “This is fun.” This, after 25 years in the game. Fun is a matter of opinion. ",0.9946,Positive,5,0.043478260869565216,1,5
442,442,Indian-Institute-of-Technology-Bombay-IITB,"Should I choose IIT Bombay over MIT, Stanford, or other universities abroad?",1,2,1/2,No,Followed,2020-04-13,/Should-I-choose-IIT-Bombay-over-MIT-Stanford-or-other-universities-abroad,"Bruh, with that attitude, you won’t even get into Stanford. It’s not a fucking cake walk. Stanford has 3.9% acceptance rate and MIT is at 8%. These are the best colleges all over the world and getting in is not a joke. They will provide you with education that is a thousand times better than what you will get at an IIT. ",0.8486,Positive,5,0.010869565217391304,0,5
443,443,Indian-Institute-of-Technology-Bombay-IITB,"Should I choose IIT Bombay over MIT, Stanford, or other universities abroad?",1,2,1/2,No,Followed,2020-04-13,/Should-I-choose-IIT-Bombay-over-MIT-Stanford-or-other-universities-abroad,"Certainly not. No IIT is even close to MIT or Stanford. Even a mid-tier American university is better than the best IIT. So attend MIT/Stanford - it will be the experience of a lifetime. Several such questions equating IIT to the best universities of the world have been asked on Quora, mainly by insecure IITians. I hope this question is not one among them. ",0.9402,Positive,5,0.010869565217391304,0,5
444,444,Indian-Institute-of-Technology-Bombay-IITB,Which IIT has great flexibility in a branch change?,2,1,2/1,No,Followed,2020-04-12,/Which-IIT-has-great-flexibility-in-a-branch-change,Each IIT has the same criterion to change the branch. The criterion is one should have alteast 8.5 CGPA in first year then only one can apply for branch change. The administration decides the number of students who gets the branch change seat. ,0.0772,Positive,3,0.021739130434782608,1,3
445,445,Indian-Institute-of-Technology-Bombay-IITB,Is it necessary to take part in NCC (National Cadet Corps) in IITs (IIT Roorkee)?,5,1,5/1,Yes,Followed,2020-04-11,/Is-it-necessary-to-take-part-in-NCC-National-Cadet-Corps-in-IITs-IIT-Roorkee,"No,it’s not necessary to be a part of NCC (National Cadet Corps) in IIT Roorkee. Actually you have three options to choose in the first year :- 1.NSO(National Sports Organisation) 2.NSS(National Social Scheme) 3.NCC(National Cadet Corps) Amongs these you have to choose one as your course and complete it before you graduate. This is very important to know that without this you won’t even get the degree. I’m also in NCC ,so we have to attend two classes in a week.Generally they teach us about discipline which is the main motive to NCC and also we have to do parade. And if you choose NSO,then you have to go for practice daily for around 2 to 3 hours. And in NSS, people involve in doing social works and have two classes in a week. I hope now you can choose easily according to your interest amongst these extra curriculum . But remember there’s important to have 75 percent attendance to pass these courses. And if you have any doubt ,you can ask me anytime . ",0.4848,Positive,4,0.05434782608695652,1,5
446,446,Indian-Institute-of-Technology-Bombay-IITB,Which are the best control systems research groups in India? What is their primary area? Who are the prominent professors/investigators?,1,1,1/1,No,Followed,2020-04-10,/Which-are-the-best-control-systems-research-groups-in-India-What-is-their-primary-area-Who-are-the-prominent-professors-investigators,"Even though I have specialised in Control Systems and have done my PhD in Control and guided a few students, I am not up to date. But IITD and IIT Kharagpur had very good research groups at that time and that is why I chose IITD as my preferred institution. IITBombay also is equally good. Regret inability to report on the new breed of IITs . ",0.2238,Positive,4,0.010869565217391304,0,4
447,447,Indian-Institute-of-Technology-Bombay-IITB,How is the MTech MMM at IITB? What are the placement statistics?,0,1,0/1,No,Requested,2020-04-10,/How-is-the-MTech-MMM-at-IITB-What-are-the-placement-statistics,"A2A, MMM is interdisciplinary branch having courses from Mechanical, Materials & Mathematics department. This unique combination makes it more inclined toward market demand and students are free to take project from any of these department. So you will get ample of oppertunity in terms of exploring different domains. Talking about placement stat, it has a fabulous record of placement which is far better than any of these three department. For 2017 batch avg package was 7 lpa. In 2018 it was between 7–8. In 2019 it was 11 lpa. In 2020 it is around 18 lpa. This time most of the students get placed in foreign location. In terms of percentage each year 100% batch get placed. (Few prefer to go for PhD as well) I hope it help!! ",0.9467,Positive,5,0.0,0,5
448,448,Indian-Institute-of-Technology-Bombay-IITB,Will I get admission for an MTech in IIT Bombay if I have an exceptional GATE score but only 57% in a BTech with a CGPA of 6.2?,3,2,3/2,No,Followed,2020-04-17,/Will-I-get-admission-for-an-MTech-in-IIT-Bombay-if-I-have-an-exceptional-GATE-score-but-only-57-in-a-BTech-with-a-CGPA-of-6-2,"No, Most of the department use btech percentage/CGPA as their eligibility criteria. I remembered IIT DELHI eligibility criteria like for applied mechanics - btech CGPA was 6, for energy studies percentage was 75 and for core branches it was 7 CGPA and this percentage vary every year. So you have to check on IIT Bombay website first. ",0.5574,Positive,4,0.03260869565217391,1,5
449,449,Indian-Institute-of-Technology-Bombay-IITB,Will I get admission for an MTech in IIT Bombay if I have an exceptional GATE score but only 57% in a BTech with a CGPA of 6.2?,3,2,3/2,No,Followed,2020-04-17,/Will-I-get-admission-for-an-MTech-in-IIT-Bombay-if-I-have-an-exceptional-GATE-score-but-only-57-in-a-BTech-with-a-CGPA-of-6-2,"Every IIT has their own Percentage criteria. For admissions in M.tech. IIT Bombay has 60% for Gen/OBC and 55% for SC/ST/PwD. So it depends on your category, but yes it is mandatory, then only your Gate score will be considered for selection. Also whether you university provides marks in percentage or CGPA. Because percentage criteria is 60% and CGPA criteria is 6.0 ",0.6124,Positive,5,0.03260869565217391,1,5
450,450,Indian-Institute-of-Technology-Bombay-IITB,"Which IIT is best in terms of VLSI placement, IITB or IITM?",6,2,6/2,No,Followed,2020-04-10,/Which-IIT-is-best-in-terms-of-VLSI-placement-IITB-or-IITM,"Hi, According to me you can't differentiate between the two top institutions of India atleast for Electrical department. Both IITs have good infrastructure and faculty support. Every year whatever companies visits Madras also visits Bombay and Delhi and Vice versa… The CTC which offered is same across all old IITs. The Semiconductor giants which have visited across the two IITs are… Cisco, Intel, Qualcomm, Micron semiconductor (only in Bombay and Madras and IISc), Samsung, Cypress, NXP semiconductors, NVDIA, Texas Instruments, Analog Devices, Mediatek, Sony Japan ( Only in Bombay took BTechs), Phili Continue ReadingHi, According to me you can't differentiate between the two top institutions of India atleast for Electrical department. Both IITs have good infrastructure and faculty support. Every year whatever companies visits Madras also visits Bombay and Delhi and Vice versa… The CTC which offered is same across all old IITs. The Semiconductor giants which have visited across the two IITs are… Cisco, Intel, Qualcomm, Micron semiconductor (only in Bombay and Madras and IISc), Samsung, Cypress, NXP semiconductors, NVDIA, Texas Instruments, Analog Devices, Mediatek, Sony Japan ( Only in Bombay took BTechs), Philips, Honeywell, AMD, Marvell Semiconductor, TSMC (Only Madras as far as I remember) etc… Also Madras has upper hand because of less strength it has only 65 students in MTech. Bombay has more than 100 students. IIT Madras allows internship for MTech officially like undergrads. IIT Bombay doesn't allow. So you have a chance to grab Pre Placement Offer well before the Placements begin. So there is not much difference between the two IITs except the QS rankings. IIT Bombay leads IIT Madras in QS rankings. But on the other hand IIT Madras had been placed rank 1 among engineering institutes by NIRF government of India not only this year but Consecutively for 3 years in a row. Currently IIT Madras is ranked 1 in Engineering category and overall institution ranking leaving behind IISc also according to Government of India as per NIRF data. So both IITs have it's pros and cons… Also both IITs have been given Institute of Eminence Status by government of India. Faculty wise also we can not justify the paradox… Like IIT Bombay has Prof. Arun Chandorkar , IIT Madras has Prof Shanti Pavan and Prof. Nagendra Krishnapura IIT Bombay has Prof. Vikram Gadre , IIT Madras has Prof. V Kamakoti… So all these are Legends of their field… It's hard to solve the paradox according to me… Both places have lots of Humidity during summer as both IITs are situated near lakes or beaches… So you can't even distinguish on the basis of climate… Hope this Sums up well… Regards, Singh Nikhil ",0.9808,Positive,5,0.06521739130434782,1,5
451,451,Indian-Institute-of-Technology-Bombay-IITB,What should one not do at IIT Bombay?,6,1,6/1,Yes,Followed,2020-04-10,/What-should-one-not-do-at-IIT-Bombay,"Do not break these four principles: Not indulging in illicit affairs with opposite sex Not taking intoxication's like alcohol, drugs etc Not gambling like casinos etc Follow your own Dharma, religion properly, don’t try to force others, don’t make your separate parties. Be united on higher principles etc Some other norms are: be cautious to use internet properly , don’t see porn etc. Don’t over eat. Don’t over tax yourself with lot of work pressure or peer pressure. Have some time for self introspection, improving your spiritual quotient and your divine personality. Don’t be very proud and selfish. Give credit to God for whatever great you can do, don’t take all credits yourself. I hope these many you can apply then more I can say. ",0.9525,Positive,5,0.06521739130434782,1,5
452,452,Indian-Institute-of-Technology-Bombay-IITB,"How is process engineering Mtech at IIT Bombay in terms of placement, course and future opportunities etc?",2,1,2/1,No,Followed,2020-04-08,/How-is-process-engineering-Mtech-at-IIT-Bombay-in-terms-of-placement-course-and-future-opportunities-etc,"I belong to Process Engineering M.Tech batch of 2018-'20. It is an interdisciplinary specialization with students from Mechanical, Chemical and Metallurgical Engineering B.Tech backgrounds. Most of the coursework include optional subjects, so that you can allign the curriculum according to your background and interests. There are wide range of areas where you can do your mtech project. Placements are good, 6 out of 9 students got placed in the first phase itself. Many students opt for PhD as well. ",0.7184,Positive,5,0.021739130434782608,1,5
453,453,Indian-Institute-of-Technology-Bombay-IITB,"This time 2021 GATE question conduct IIT Bombay as an instrumentation engineering, which subject more or less change to come the question?",3,1,3/1,No,Followed,2020-04-07,/This-time-2021-GATE-question-conduct-IIT-Bombay-as-an-instrumentation-engineering-which-subject-more-or-less-change-to-come-the-question,"As you all know GATE is unpredictable,full of surprises. There are some IITs and IISC who conduct GATE on rotation basis. So each of those institutes get the opportunity once in 8 or 10years. But From that you can’t predict similar kind of questions from same institution. Faculties from all of those institutions send questions and after discussion among the top faculties a final question paper is set. So you can’t decide any specific topic and subject will carry higher weightage just because of specific institutions. ",0.5499,Positive,4,0.03260869565217391,1,5
454,454,Indian-Institute-of-Technology-Bombay-IITB,Do we need coding experience in M.Tech geoinformatics at IIT Bombay?,3,1,3/1,No,Followed,2020-04-11,/Do-we-need-coding-experience-in-M-Tech-geoinformatics-at-IIT-Bombay,"Coding Experience is not needed as people from different branches can join GNR. But you should have learnt some language previously and possess a basic minimum idea on those. If you are from CSE, IT or ETC then there is a fair probability that they would ask to write certain programmes in the interview. ",0.7351,Positive,5,0.03260869565217391,1,5
455,455,Indian-Institute-of-Technology-Bombay-IITB,Currently I am pursuing M.Tech from IIT Bombay and I have gap of 3 years after my B.Tech. Will it hamper my placement?,9,1,9/1,Yes,Followed,2020-04-13,/Currently-I-am-pursuing-M-Tech-from-IIT-Bombay-and-I-have-gap-of-3-years-after-my-B-Tech-Will-it-hamper-my-placement,"Mostly not, unless you completely wasted those 3 years with out doing anything effectively for your career. I have attended 5 placement interviews and even my friends attend many, they mostly look at what are achievements through your resume, not the dates and durations. In rare cases if they ask what is the reason for the 3 years gap, you should be prepared with a reasonable and convincing answer. If you told honestly that I wasted those years, then your impression is gone. It's better to lie with good reason than being honest. ",0.9424,Positive,5,0.09782608695652174,1,5
456,456,Indian-Institute-of-Technology-Bombay-IITB,How many marks need to be scored out of 100 for a mechanical engineer to get seat in IIT Bombay through gate?,3,1,3/1,No,Followed,2020-04-08,/How-many-marks-need-to-be-scored-out-of-100-for-a-mechanical-engineer-to-get-seat-in-IIT-Bombay-through-gate,"Hi, As you know there is a lot of competition to get seats in IIT’s through GATE. You need to work hard and try to get as much marks as possible (to be on the safe side). As per latest survey of GATE exams one at least needs to have around 70 marks minimum to ensure a seat in the top IIT’s. But getting selected doesn't guarantee your admission in that IIT as most of the top IIT’s conduct their own written test and personal interviews after clearing GATE. So you have to prepare accordingly. All the best!!! ",0.9024,Positive,5,0.03260869565217391,1,5
457,457,Indian-Institute-of-Technology-Bombay-IITB,What are the marks to be achieved in the JEE Mains and Advanced for IIT Bombay and other IITs?,7,1,7/1,Yes,Followed,2020-04-06,/What-are-the-marks-to-be-achieved-in-the-JEE-Mains-and-Advanced-for-IIT-Bombay-and-other-IITs,"JEE Mains marks have no role to play in the determination of IIT’s. It is necessary but not the sufficient condition to get into IIT’s. For that, you just need to score above the cut off marks. However, the cutoff marks for 2019 for different IIT can be seen on official website of JEE Advanced, whose link is provided below- openingclosingranks2019.pdf I hope that it helps :) Upvote, if helpful. ",0.9497,Positive,5,0.07608695652173914,1,5
458,458,Indian-Institute-of-Technology-Bombay-IITB,Is the IIM A IIT B combo the deadliest?,9,2,9/2,Yes,Followed,2020-04-09,/Is-the-IIM-A-IIT-B-combo-the-deadliest,Graduauting from a good college only provides an entry point for people. Your performance in the company willl determine your future growth ,0.6705,Positive,5,0.09782608695652174,1,5
459,459,Indian-Institute-of-Technology-Bombay-IITB,Is the IIM A IIT B combo the deadliest?,9,2,9/2,Yes,Followed,2020-04-09,/Is-the-IIM-A-IIT-B-combo-the-deadliest,"Absolutely Not. ‘I'll make Jeff Bezos second to me' ATTITUDE and ‘let Amit Shah be the 1st culprit,stilll I'll be Justice Loya kinda STEELY WILLPOWER' is King Cobra COMBO! ",0.5707,Positive,4,0.09782608695652174,1,5
460,460,Indian-Institute-of-Technology-Bombay-IITB,Which college is best between IIT Bombay and AIIMS Delhi?,2,2,2/2,No,Followed,2020-04-05,/Which-college-is-best-between-IIT-Bombay-and-AIIMS-Delhi,"Hi ! Both are the topmost institutes of country. There's no comparison between these two because they are very different from each other…..one is best institute of engineering and other is best institute of medical science . But if it's about getting admission then I think AIIMS Delhi is more difficult to get than IITB, because there will be many branches like CS, mechanical etc , but in AIIMS Delhi you have to fight for 107 seats . So getting AIIMS Delhi is more difficult than IITB . But in end both are best in their business. Thanks ",0.7913,Positive,5,0.021739130434782608,1,5
461,461,Indian-Institute-of-Technology-Bombay-IITB,Which college is best between IIT Bombay and AIIMS Delhi?,2,2,2/2,No,Followed,2020-04-05,/Which-college-is-best-between-IIT-Bombay-and-AIIMS-Delhi,Both the institutes are poles apart. One is known for engineering fields and other for medical field. They both are top-notch institutions of India. ,0.0,Neutral,3,0.021739130434782608,1,3
