Topic,Title,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link
PES-University-1,Can I get CS in PES in round 2 with a 613 rank?,1,0,1/0,No,Followed,2019-06-22,https://www.quora.comhttps://www.quora.com/unanswered/Can-I-get-CS-in-PES-in-round-2-with-a-613-rank
PES-University-1,Should I join CSE in PES University Bangalore or BITS Dubai?,2,0,2/0,No,Followed,2019-06-23,https://www.quora.comhttps://www.quora.com/unanswered/Should-I-join-CSE-in-PES-University-Bangalore-or-BITS-Dubai
PES-University-1,How many students are in one room in PES U hostels? Are there attached bathrooms? Are iron boxes allowed?,1,2,1/2,No,Followed,2019-07-22,https://www.quora.comhttps://www.quora.com/How-many-students-are-in-one-room-in-PES-U-hostels-Are-there-attached-bathrooms-Are-iron-boxes-allowed
PES-University-1,Is IIM Rohtak IPM better than CSE in SASTRA/PES/LNMIIT?,7,1,7/1,Yes,Followed,2019-06-24,https://www.quora.comhttps://www.quora.com/Is-IIM-Rohtak-IPM-better-than-CSE-in-SASTRA-PES-LNMIIT
PES-University-1,Can I get ECE at RVCE or CSE at PES (main campus) with a rank of 500 in the KCET 2019 under the general category?,3,0,3/0,No,Followed,2019-06-23,https://www.quora.comhttps://www.quora.com/unanswered/Can-I-get-ECE-at-RVCE-or-CSE-at-PES-main-campus-with-a-rank-of-500-in-the-KCET-2019-under-the-general-category
PES-University-1,"Where should I join with a KCET rank of 1707, COMEDK rank 2314, and PESSAT rank 980, given that I want only CS or EC?",3,4,3/4,No,Followed,2019-06-21,https://www.quora.comhttps://www.quora.com/Where-should-I-join-with-a-KCET-rank-of-1707-COMEDK-rank-2314-and-PESSAT-rank-980-given-that-I-want-only-CS-or-EC
PES-University-1,"Should I choose PES, BMS, or BVB for the ECE branch? I live in Dharwad.",1,0,1/0,No,Followed,2019-06-20,https://www.quora.comhttps://www.quora.com/unanswered/Should-I-choose-PES-BMS-or-BVB-for-the-ECE-branch-I-live-in-Dharwad
PES-University-1,How do I get the study material for all subjects of the first semester in PES CS?,0,0,0/0,No,Requested,2019-06-19,https://www.quora.comhttps://www.quora.com/unanswered/How-do-I-get-the-study-material-for-all-subjects-of-the-first-semester-in-PES-CS
PES-University-1,"Which is better, PES South campus (through the PESSAT) or VIT Vellore (category 5) for CSE?",7,3,7/3,No,Followed,2019-06-23,https://www.quora.comhttps://www.quora.com/Which-is-better-PES-South-campus-through-the-PESSAT-or-VIT-Vellore-category-5-for-CSE
PES-University-1,"What should I opt for, EC at RVCE, PES, or BMSCE?",1,8,1/8,No,Followed,2019-06-20,https://www.quora.comhttps://www.quora.com/What-should-I-opt-for-EC-at-RVCE-PES-or-BMSCE
PES-University-1,"Which is better, Jaypee Noida (CSE) or PESIT (ECE)?",5,2,5/2,No,Followed,2019-06-19,https://www.quora.comhttps://www.quora.com/Which-is-better-Jaypee-Noida-CSE-or-PESIT-ECE
PES-University-1,"Which is better, the CS branch in PEC, Thapar or PES (IT)?",1,2,1/2,No,Requested,2019-06-19,https://www.quora.comhttps://www.quora.com/Which-is-better-the-CS-branch-in-PEC-Thapar-or-PES-IT
PES-University-1,How can we change our branch at PES University? How many people usually change their branches?,5,0,5/0,Yes,Followed,2019-11-10,https://www.quora.comhttps://www.quora.com/unanswered/How-can-we-change-our-branch-at-PES-University-How-many-people-usually-change-their-branches
PES-University-1,Can you tell me the first round and second round cutoff in the PES CSE ring road campus last year and what is expected this year?,2,2,2/2,No,Followed,2019-06-19,https://www.quora.comhttps://www.quora.com/Can-you-tell-me-the-first-round-and-second-round-cutoff-in-the-PES-CSE-ring-road-campus-last-year-and-what-is-expected-this-year
PES-University-1,"Which is better, MIT Manipal or PESIT?",2,1,2/1,No,Followed,2019-06-18,https://www.quora.comhttps://www.quora.com/Which-is-better-MIT-Manipal-or-PESIT
PES-University-1,Does PESIT South Campus have a gym?,1,1,1/1,No,Requested,2019-06-18,https://www.quora.comhttps://www.quora.com/Does-PESIT-South-Campus-have-a-gym
PES-University-1,Do ECE students from PES University get placed in major CS companies like Microsoft? How difficult is it for ECE students to get placed in such companies?,7,2,7/2,No,Followed,2020-04-12,https://www.quora.comhttps://www.quora.com/Do-ECE-students-from-PES-University-get-placed-in-major-CS-companies-like-Microsoft-How-difficult-is-it-for-ECE-students-to-get-placed-in-such-companies
PES-University-1,What are my chances of getting CSE at PES main campus with a rank of 902 in the PESSAT 2019 in the second round?,0,1,0/1,No,Requested,2019-06-18,https://www.quora.comhttps://www.quora.com/What-are-my-chances-of-getting-CSE-at-PES-main-campus-with-a-rank-of-902-in-the-PESSAT-2019-in-the-second-round
PES-University-1,"What are the differences between PESU, Ring Road campus and PESU, Electronic City campus in terms of infrastructure in the present time?",4,2,4/2,No,Followed,2019-06-30,https://www.quora.comhttps://www.quora.com/What-are-the-differences-between-PESU-Ring-Road-campus-and-PESU-Electronic-City-campus-in-terms-of-infrastructure-in-the-present-time
PES-University-1,How many seats approximately are available in the 2nd round of counseling at PES University for CSE in the RR campus?,2,0,2/0,No,Followed,2019-06-30,https://www.quora.comhttps://www.quora.com/unanswered/How-many-seats-approximately-are-available-in-the-2nd-round-of-counseling-at-PES-University-for-CSE-in-the-RR-campus
PES-University-1,"With a rank of 6900 in the PESSAT 2019, will I get biotech in the second round?",1,0,1/0,No,Followed,2019-06-18,https://www.quora.comhttps://www.quora.com/unanswered/With-a-rank-of-6900-in-the-PESSAT-2019-will-I-get-biotech-in-the-second-round
PES-University-1,Is PESU a tier 3 or a tier 4 college?,4,0,4/0,Yes,Followed,2019-06-29,https://www.quora.comhttps://www.quora.com/unanswered/Is-PESU-a-tier-3-or-a-tier-4-college
PES-University-1,"Which is the best in terms of placements, faculty, internship, and more, Thapar, PESIT (south campus) or LNMIIT?",5,1,5/1,Yes,Followed,2019-07-15,https://www.quora.comhttps://www.quora.com/Which-is-the-best-in-terms-of-placements-faculty-internship-and-more-Thapar-PESIT-south-campus-or-LNMIIT
PES-University-1,"Which is better, ECE in PES RR campus or CSE in VIT Pune?",2,1,2/1,No,Followed,2019-06-17,https://www.quora.comhttps://www.quora.com/Which-is-better-ECE-in-PES-RR-campus-or-CSE-in-VIT-Pune
PES-University-1,How is CSE in PESU compared to RVCE?,6,1,6/1,Yes,Followed,2019-06-17,https://www.quora.comhttps://www.quora.com/How-is-CSE-in-PESU-compared-to-RVCE
PES-University-1,"Which branch will I get in PESU or PESIT with a rank of 3,200 in the second round?",1,2,1/2,No,Followed,2019-06-17,https://www.quora.comhttps://www.quora.com/Which-branch-will-I-get-in-PESU-or-PESIT-with-a-rank-of-3-200-in-the-second-round
PES-University-1,Will I get admission into any of the two PESIT colleges in Bangalore in biotechnology or mechanical if I got a rank of 6500?,1,0,1/0,No,Followed,2019-06-17,https://www.quora.comhttps://www.quora.com/unanswered/Will-I-get-admission-into-any-of-the-two-PESIT-colleges-in-Bangalore-in-biotechnology-or-mechanical-if-I-got-a-rank-of-6500
PES-University-1,Does PESIT offer abroad programs for computer students?,7,0,7/0,Yes,Followed,2019-06-23,https://www.quora.comhttps://www.quora.com/unanswered/Does-PESIT-offer-abroad-programs-for-computer-students
PES-University-1,What is the expected cutoff for the 2nd round of counseling in PES if the first round cutoff is 767?,2,1,2/1,No,Followed,2019-06-22,https://www.quora.comhttps://www.quora.com/What-is-the-expected-cutoff-for-the-2nd-round-of-counseling-in-PES-if-the-first-round-cutoff-is-767
PES-University-1,What is the average package of PES University for the CSE 2018 batch?,4,1,4/1,Yes,Followed,2019-06-17,https://www.quora.comhttps://www.quora.com/What-is-the-average-package-of-PES-University-for-the-CSE-2018-batch
PES-University-1,Will I get a seat in PES CSE Ring Road campus? My rank is 869 and my first round cutoff was 767.,3,1,3/1,No,Followed,2019-06-17,https://www.quora.comhttps://www.quora.com/Will-I-get-a-seat-in-PES-CSE-Ring-Road-campus-My-rank-is-869-and-my-first-round-cutoff-was-767
PES-University-1,I am gonna join PESU main campus for CSE this year. Do the recommended books change every year? I have 2017-18 syllabus with me.,0,1,0/1,No,Requested,2019-06-16,https://www.quora.comhttps://www.quora.com/I-am-gonna-join-PESU-main-campus-for-CSE-this-year-Do-the-recommended-books-change-every-year-I-have-2017-18-syllabus-with-me
PES-University-1,Should I join PES University?,3,2,3/2,No,Followed,2019-06-16,https://www.quora.comhttps://www.quora.com/Should-I-join-PES-University-1
PES-University-1,What was the average package for CSE at PES University RR campus for 2018?,5,1,5/1,Yes,Followed,2019-06-22,https://www.quora.comhttps://www.quora.com/What-was-the-average-package-for-CSE-at-PES-University-RR-campus-for-2018
PES-University-1,What is the cutoff for ECE in PESIT through the PESSAT in the second round of counselling?,2,3,2/3,No,Followed,2019-06-18,https://www.quora.comhttps://www.quora.com/What-is-the-cutoff-for-ECE-in-PESIT-through-the-PESSAT-in-the-second-round-of-counselling
PES-University-1,What is the average package for CSE at PES University RR campus?,5,0,5/0,Yes,Followed,2019-06-22,https://www.quora.comhttps://www.quora.com/unanswered/What-is-the-average-package-for-CSE-at-PES-University-RR-campus
PES-University-1,"Which is better, ECE in PES RR campus or ECE in LNMIIT Jaipur?",2,0,2/0,No,Followed,2019-06-15,https://www.quora.comhttps://www.quora.com/unanswered/Which-is-better-ECE-in-PES-RR-campus-or-ECE-in-LNMIIT-Jaipur
PES-University-1,Is the business analytics course in MBA/PGDM at PES?,1,0,1/0,No,Requested,2019-06-15,https://www.quora.comhttps://www.quora.com/unanswered/Is-the-business-analytics-course-in-MBA-PGDM-at-PES
PES-University-1,Can I get CSE at PES Ring Road campus with a rank of 925 in the second round of counseling? The first round cutoff was 767.,1,0,1/0,No,Followed,2019-06-15,https://www.quora.comhttps://www.quora.com/unanswered/Can-I-get-CSE-at-PES-Ring-Road-campus-with-a-rank-of-925-in-the-second-round-of-counseling-The-first-round-cutoff-was-767
PES-University-1,What are the differences between PESIT BSc becoming PESU?,0,0,0/0,No,Requested,2019-06-15,https://www.quora.comhttps://www.quora.com/unanswered/What-are-the-differences-between-PESIT-BSc-becoming-PESU
PES-University-1,How do I spend my summer holidays of around 2.5 months after the second semester? I'm doing civil engineering at PESU.,1,0,1/0,No,Followed,2019-06-14,https://www.quora.comhttps://www.quora.com/unanswered/How-do-I-spend-my-summer-holidays-of-around-2-5-months-after-the-second-semester-Im-doing-civil-engineering-at-PESU
PES-University-1,Is it worth doing ECE from PES RR campus after spending 4 lacs/year? Are the placements worth the money spent?,3,2,3/2,No,Followed,2019-06-14,https://www.quora.comhttps://www.quora.com/Is-it-worth-doing-ECE-from-PES-RR-campus-after-spending-4-lacs-year-Are-the-placements-worth-the-money-spent
PES-University-1,Do I have to give up my seat before the second round of counselling in PES?,1,0,1/0,No,Followed,2019-06-14,https://www.quora.comhttps://www.quora.com/unanswered/Do-I-have-to-give-up-my-seat-before-the-second-round-of-counselling-in-PES
PES-University-1,What are the subjects in the 2nd year of CS at PES University?,3,0,3/0,No,Followed,2019-06-15,https://www.quora.comhttps://www.quora.com/unanswered/What-are-the-subjects-in-the-2nd-year-of-CS-at-PES-University
PES-University-1,Can I get CSE in the PES RR campus with a rank of 910 in the PESSAT 2019 in the second round of counseling?,1,1,1/1,No,Followed,2019-06-17,https://www.quora.comhttps://www.quora.com/Can-I-get-CSE-in-the-PES-RR-campus-with-a-rank-of-910-in-the-PESSAT-2019-in-the-second-round-of-counseling
PES-University-1,How was your first day at PES South Campus?,4,1,4/1,Yes,Followed,2019-06-13,https://www.quora.comhttps://www.quora.com/How-was-your-first-day-at-PES-South-Campus
PES-University-1,"What will be a better option, PESIT South CSE or NIE ISE?",1,1,1/1,No,Followed,2019-06-18,https://www.quora.comhttps://www.quora.com/What-will-be-a-better-option-PESIT-South-CSE-or-NIE-ISE
PES-University-1,How is PESU’s CSE compared to IIIT Guwahati CSE?,2,1,2/1,No,Followed,2019-06-18,https://www.quora.comhttps://www.quora.com/How-is-PESU-s-CSE-compared-to-IIIT-Guwahati-CSE
PES-University-1,What is the difference in the fees for the first and second round in PES through the PESSAT?,4,0,4/0,Yes,Followed,2019-07-19,https://www.quora.comhttps://www.quora.com/unanswered/What-is-the-difference-in-the-fees-for-the-first-and-second-round-in-PES-through-the-PESSAT
PES-University-1,How is the college life at PES University (Electronic City branch)? What are the extracurricular activities?,7,0,7/0,Yes,Followed,2019-07-14,https://www.quora.comhttps://www.quora.com/unanswered/How-is-the-college-life-at-PES-University-Electronic-City-branch-What-are-the-extracurricular-activities
PES-University-1,"Which one is better, PES South Campus ECE or Ramaiah ECE?",1,1,1/1,No,Followed,2019-06-12,https://www.quora.comhttps://www.quora.com/Which-one-is-better-PES-South-Campus-ECE-or-Ramaiah-ECE
PES-University-1,Is it true that equal preference is given to PES University (Ring Road Campus) and South Campus in CSE job placements now that PESIT is converted to PESU?,4,1,4/1,Yes,Followed,2019-06-12,https://www.quora.comhttps://www.quora.com/Is-it-true-that-equal-preference-is-given-to-PES-University-Ring-Road-Campus-and-South-Campus-in-CSE-job-placements-now-that-PESIT-is-converted-to-PESU
PES-University-1,What will be the appropriate choice between ECE at DSCE or CSE at PESIT Bangalore?,1,2,1/2,No,Followed,2019-06-12,https://www.quora.comhttps://www.quora.com/What-will-be-the-appropriate-choice-between-ECE-at-DSCE-or-CSE-at-PESIT-Bangalore
PES-University-1,Can I take CSE in the PESU EC Campus in the second round with a rank of 2.5k?,3,1,3/1,No,Followed,2019-06-12,https://www.quora.comhttps://www.quora.com/Can-I-take-CSE-in-the-PESU-EC-Campus-in-the-second-round-with-a-rank-of-2-5k
PES-University-1,Can I get CSE in PES Ring Road campus with a rank of 910 in the second round of counseling? The first round cutoff was 767.,1,1,1/1,No,Followed,2019-06-12,https://www.quora.comhttps://www.quora.com/Can-I-get-CSE-in-PES-Ring-Road-campus-with-a-rank-of-910-in-the-second-round-of-counseling-The-first-round-cutoff-was-767
PES-University-1,"Could a student of PESU, Ring Road campus in ECE sit for top tier 1 companies for CSE students?",1,1,1/1,No,Requested,2019-06-11,https://www.quora.comhttps://www.quora.com/Could-a-student-of-PESU-Ring-Road-campus-in-ECE-sit-for-top-tier-1-companies-for-CSE-students
PES-University-1,Can I take minors in management or data analysis if I am in CSE at PES?,2,1,2/1,No,Followed,2019-06-11,https://www.quora.comhttps://www.quora.com/Can-I-take-minors-in-management-or-data-analysis-if-I-am-in-CSE-at-PES
PES-University-1,"Which is the best, PES University Ring Road campus or Electronic City campus?",1,6,1/6,No,Followed,2020-01-27,https://www.quora.comhttps://www.quora.com/Which-is-the-best-PES-University-Ring-Road-campus-or-Electronic-City-campus
PES-University-1,How is PES mechanical engineering?,2,1,2/1,No,Followed,2019-06-11,https://www.quora.comhttps://www.quora.com/How-is-PES-mechanical-engineering
PES-University-1,How is CSE at PES University in Bangalore?,6,1,6/1,Yes,Followed,2019-06-16,https://www.quora.comhttps://www.quora.com/How-is-CSE-at-PES-University-in-Bangalore
PES-University-1,"Should I take CSE in PESU, Electronic City campus? Will it be worth it?",3,1,3/1,No,Followed,2019-07-03,https://www.quora.comhttps://www.quora.com/Should-I-take-CSE-in-PESU-Electronic-City-campus-Will-it-be-worth-it
PES-University-1,"What engineering college bagged the highest package in CSE among RVCE, PESIT or BMSCE?",4,0,4/0,Yes,Followed,2019-06-11,https://www.quora.comhttps://www.quora.com/unanswered/What-engineering-college-bagged-the-highest-package-in-CSE-among-RVCE-PESIT-or-BMSCE
PES-University-1,What is the contact number of PES University’s admission office?,2,0,2/0,No,Followed,2019-06-11,https://www.quora.comhttps://www.quora.com/unanswered/What-is-the-contact-number-of-PES-University-s-admission-office
PES-University-1,How can I get the PES University admission office’s contact number?,3,0,3/0,No,Followed,2019-06-17,https://www.quora.comhttps://www.quora.com/unanswered/How-can-I-get-the-PES-University-admission-office-s-contact-number
PES-University-1,Which books are recommended for the CSE third semester at PES University?,1,1,1/1,No,Followed,2019-06-15,https://www.quora.comhttps://www.quora.com/Which-books-are-recommended-for-the-CSE-third-semester-at-PES-University
PES-University-1,What are the topics in the 1st semester maths in PES Ring Road campus as of 2019?,1,0,1/0,No,Followed,2019-06-10,https://www.quora.comhttps://www.quora.com/unanswered/What-are-the-topics-in-the-1st-semester-maths-in-PES-Ring-Road-campus-as-of-2019
PES-University-1,Should I take ISE in RVCE or CSE in PES/BMS/MSRIT? What is the ranking among these?,2,0,2/0,No,Followed,2019-06-10,https://www.quora.comhttps://www.quora.com/unanswered/Should-I-take-ISE-in-RVCE-or-CSE-in-PES-BMS-MSRIT-What-is-the-ranking-among-these
PES-University-1,"Can we get CSE at PESU even after the second round of counseling if the seats are vacant? If yes, what are the chances?",0,1,0/1,No,Requested,2019-06-10,https://www.quora.comhttps://www.quora.com/Can-we-get-CSE-at-PESU-even-after-the-second-round-of-counseling-if-the-seats-are-vacant-If-yes-what-are-the-chances
PES-University-1,Will I get CSE at PES Ring Road Campus with a rank of 908 in PESSAT 2019? The first round of cutoff was 767.,0,1,0/1,No,Requested,2019-06-10,https://www.quora.comhttps://www.quora.com/Will-I-get-CSE-at-PES-Ring-Road-Campus-with-a-rank-of-908-in-PESSAT-2019-The-first-round-of-cutoff-was-767
PES-University-1,What is the syllabus at PESU ECE (autonomous syllabus)?,3,0,3/0,No,Followed,2019-06-09,https://www.quora.comhttps://www.quora.com/unanswered/What-is-the-syllabus-at-PESU-ECE-autonomous-syllabus
PES-University-1,How good is ECE through PES South Campus? How are the placements?,2,2,2/2,No,Followed,2019-06-24,https://www.quora.comhttps://www.quora.com/How-good-is-ECE-through-PES-South-Campus-How-are-the-placements
PES-University-1,"Which is better, BITS Hyderabad for an MSc in Maths or PES University for CSE?",7,3,7/3,No,Followed,2019-06-09,https://www.quora.comhttps://www.quora.com/Which-is-better-BITS-Hyderabad-for-an-MSc-in-Maths-or-PES-University-for-CSE
PES-University-1,What was the first round cutoff for CSE in PES South Campus in 2019?,2,0,2/0,No,Followed,2019-06-14,https://www.quora.comhttps://www.quora.com/unanswered/What-was-the-first-round-cutoff-for-CSE-in-PES-South-Campus-in-2019
PES-University-1,"Which is better, PES main campus or Shiv Nagar University?",1,0,1/0,No,Followed,2019-06-09,https://www.quora.comhttps://www.quora.com/unanswered/Which-is-better-PES-main-campus-or-Shiv-Nagar-University
PES-University-1,Can I change my branch (ECE to CSE) after 1st year in PESU RR campus if I have a CGPA of 9.5?,1,1,1/1,No,Followed,2019-06-09,https://www.quora.comhttps://www.quora.com/Can-I-change-my-branch-ECE-to-CSE-after-1st-year-in-PESU-RR-campus-if-I-have-a-CGPA-of-9-5
PES-University-1,Can I get PES University RR Campus with 2100 rank in PESSAT 2019?,1,3,1/3,No,Requested,2019-06-09,https://www.quora.comhttps://www.quora.com/Can-I-get-PES-University-RR-Campus-with-2100-rank-in-PESSAT-2019
PES-University-1,What is the detailed syllabus for PESIT South Campus for first-year students of engineering?,0,1,0/1,No,Requested,2019-06-09,https://www.quora.comhttps://www.quora.com/What-is-the-detailed-syllabus-for-PESIT-South-Campus-for-first-year-students-of-engineering
PES-University-1,Will the placement of PES Electronic City be the same as PES Ring Road? Is there any differentiation between the students of both campuses?,1,1,1/1,No,Followed,2019-06-11,https://www.quora.comhttps://www.quora.com/Will-the-placement-of-PES-Electronic-City-be-the-same-as-PES-Ring-Road-Is-there-any-differentiation-between-the-students-of-both-campuses
PES-University-1,"Which is better, UVCE or PES?",4,0,4/0,Yes,Followed,2019-07-04,https://www.quora.comhttps://www.quora.com/unanswered/Which-is-better-UVCE-or-PES
PES-University-1,"Which is better for mechanical engineering, UVCE or PES?",1,2,1/2,No,Followed,2019-06-08,https://www.quora.comhttps://www.quora.com/Which-is-better-for-mechanical-engineering-UVCE-or-PES
PES-University-1,Where can I find CSE notes for PES?,3,2,3/2,No,Followed,2020-01-21,https://www.quora.comhttps://www.quora.com/Where-can-I-find-CSE-notes-for-PES
PES-University-1,Which companies come to PESU to recruit mechanical engineering students specifically?,6,0,6/0,Yes,Followed,2019-06-13,https://www.quora.comhttps://www.quora.com/unanswered/Which-companies-come-to-PESU-to-recruit-mechanical-engineering-students-specifically
PES-University-1,"Which is better for CSE, UIET, Chandigarh or PES, Bangalore?",3,0,3/0,No,Followed,2019-06-08,https://www.quora.comhttps://www.quora.com/unanswered/Which-is-better-for-CSE-UIET-Chandigarh-or-PES-Bangalore
PES-University-1,What are the criteria required to attend placements in PESIT South Campus?,1,1,1/1,No,Followed,2019-06-08,https://www.quora.comhttps://www.quora.com/What-are-the-criteria-required-to-attend-placements-in-PESIT-South-Campus
PES-University-1,Which is a better option: joining PESU RR Campus (EEE through PESSAT) or MSRIT (EEE through management quota only because of distance)?,0,1,0/1,No,Requested,2019-06-07,https://www.quora.comhttps://www.quora.com/Which-is-a-better-option-joining-PESU-RR-Campus-EEE-through-PESSAT-or-MSRIT-EEE-through-management-quota-only-because-of-distance
PES-University-1,"What should I choose, a dual degree at BITS or CSE at PES after taking a drop?",2,0,2/0,No,Followed,2019-06-07,https://www.quora.comhttps://www.quora.com/unanswered/What-should-I-choose-a-dual-degree-at-BITS-or-CSE-at-PES-after-taking-a-drop
PES-University-1,How were the placements for the CSE branch of PES University main campus for the 2018 batch?,7,0,7/0,Yes,Followed,2019-06-11,https://www.quora.comhttps://www.quora.com/unanswered/How-were-the-placements-for-the-CSE-branch-of-PES-University-main-campus-for-the-2018-batch
PES-University-1,"Can I join PESU through the KCET in 2019? If yes, what is the expected cutoff?",3,1,3/1,No,Followed,2019-06-06,https://www.quora.comhttps://www.quora.com/Can-I-join-PESU-through-the-KCET-in-2019-If-yes-what-is-the-expected-cutoff
PES-University-1,"How is the hostel life in the 1st year at PES, Bangalore South Campus?",7,0,7/0,Yes,Followed,2019-06-06,https://www.quora.comhttps://www.quora.com/unanswered/How-is-the-hostel-life-in-the-1st-year-at-PES-Bangalore-South-Campus
PES-University-1,What was the 1st round cutoff for ECE in PESU ring road campus at PSSAT counseling 2019?,3,0,3/0,No,Followed,2019-06-11,https://www.quora.comhttps://www.quora.com/unanswered/What-was-the-1st-round-cutoff-for-ECE-in-PESU-ring-road-campus-at-PSSAT-counseling-2019
PES-University-1,"Which is better, ECE at RVCE or CSE at PES University?",7,0,7/0,Yes,Followed,2019-06-12,https://www.quora.comhttps://www.quora.com/unanswered/Which-is-better-ECE-at-RVCE-or-CSE-at-PES-University
PES-University-1,"Which college would be best for a B.Tech in civil amongst RVCE, PES, MS Ramaiah, and BMSCE?",1,1,1/1,No,Followed,2019-06-06,https://www.quora.comhttps://www.quora.com/Which-college-would-be-best-for-a-B-Tech-in-civil-amongst-RVCE-PES-MS-Ramaiah-and-BMSCE
PES-University-1,What are my chances to get a seat in PES University through the PESSAT for a ranking of 3037 in CSE in the second round?,3,1,3/1,No,Followed,2019-06-11,https://www.quora.comhttps://www.quora.com/What-are-my-chances-to-get-a-seat-in-PES-University-through-the-PESSAT-for-a-ranking-of-3037-in-CSE-in-the-second-round
PES-University-1,"Why does PES University have a club named ""Microsoft Innovation Lab""? Is it affiliated to Microsoft in any way?",6,0,6/0,Yes,Followed,2019-06-18,https://www.quora.comhttps://www.quora.com/unanswered/Why-does-PES-University-have-a-club-named-Microsoft-Innovation-Lab-Is-it-affiliated-to-Microsoft-in-any-way
PES-University-1,Is PES RR campus ECE worth joining?,4,0,4/0,Yes,Followed,2019-06-16,https://www.quora.comhttps://www.quora.com/unanswered/Is-PES-RR-campus-ECE-worth-joining
PES-University-1,What is the student diversity at PES University (Ring Road)?,3,0,3/0,No,Requested,2019-06-06,https://www.quora.comhttps://www.quora.com/unanswered/What-is-the-student-diversity-at-PES-University-Ring-Road
PES-University-1,"Which is better, CSE at SJCE Mysore or ECE at BMS/PES/MSRIT?",1,1,1/1,No,Followed,2019-06-05,https://www.quora.comhttps://www.quora.com/Which-is-better-CSE-at-SJCE-Mysore-or-ECE-at-BMS-PES-MSRIT
PES-University-1,What is the first-semester portion for all subjects in the PES CS branch? Should I start the chapters in my holidays?,0,1,0/1,No,Requested,2019-06-05,https://www.quora.comhttps://www.quora.com/What-is-the-first-semester-portion-for-all-subjects-in-the-PES-CS-branch-Should-I-start-the-chapters-in-my-holidays
PES-University-1,"Which college among MSRIT, PES and BMS is the best for CSE?",4,0,4/0,Yes,Followed,2019-06-11,https://www.quora.comhttps://www.quora.com/unanswered/Which-college-among-MSRIT-PES-and-BMS-is-the-best-for-CSE
PES-University-1,"Which college should I choose, IIIT Sonepat (Mains OBC rank 13,300) or PESIT Bangalore (COMEDK rank 2,230)?",1,0,1/0,No,Followed,2019-06-04,https://www.quora.comhttps://www.quora.com/unanswered/Which-college-should-I-choose-IIIT-Sonepat-Mains-OBC-rank-13-300-or-PESIT-Bangalore-COMEDK-rank-2-230
PES-University-1,How were the placements for computer science at PES University in 2019?,5,0,5/0,Yes,Followed,2019-06-05,https://www.quora.comhttps://www.quora.com/unanswered/How-were-the-placements-for-computer-science-at-PES-University-in-2019
PES-University-1,Which is better between PES Electronic City vs SJCE Mysore?,0,1,0/1,No,Requested,2019-06-04,https://www.quora.comhttps://www.quora.com/Which-is-better-between-PES-Electronic-City-vs-SJCE-Mysore
PES-University-1,What is the current placement ratio for PES University?,4,0,4/0,Yes,Followed,2019-06-05,https://www.quora.comhttps://www.quora.com/unanswered/What-is-the-current-placement-ratio-for-PES-University
PES-University-1,Do 4 members share a hostel at PES South Campus?,3,1,3/1,No,Followed,2019-06-25,https://www.quora.comhttps://www.quora.com/Do-4-members-share-a-hostel-at-PES-South-Campus
PES-University-1,Should we pay the PESSAT fee if we change our branch after the 1st year?,3,0,3/0,No,Followed,2019-06-04,https://www.quora.comhttps://www.quora.com/unanswered/Should-we-pay-the-PESSAT-fee-if-we-change-our-branch-after-the-1st-year
PES-University-1,What branches can I get in PES RR campus with a PESSAT rank of 4874 in the 2nd round?,2,1,2/1,No,Followed,2019-06-04,https://www.quora.comhttps://www.quora.com/What-branches-can-I-get-in-PES-RR-campus-with-a-PESSAT-rank-of-4874-in-the-2nd-round
PES-University-1,"How is NMIMS for CSE? I am getting PES University, Bangalore and NMIMS Mumbai. Which college should I choose?",0,0,0/0,No,Requested,2019-06-04,https://www.quora.comhttps://www.quora.com/unanswered/How-is-NMIMS-for-CSE-I-am-getting-PES-University-Bangalore-and-NMIMS-Mumbai-Which-college-should-I-choose
PES-University-1,"Is a tuition fee of ₹3,20,000 justified at PES University?",5,1,5/1,Yes,Followed,2019-07-04,https://www.quora.comhttps://www.quora.com/Is-a-tuition-fee-of-3-20-000-justified-at-PES-University
PES-University-1,How many people change their branch after the 1st year in PES? Should we pay extra for that?,6,1,6/1,Yes,Followed,2019-06-06,https://www.quora.comhttps://www.quora.com/How-many-people-change-their-branch-after-the-1st-year-in-PES-Should-we-pay-extra-for-that
PES-University-1,"How can I change my branch after the 1st year at PES University, and should I pay the extra fee?",4,0,4/0,Yes,Followed,2019-08-11,https://www.quora.comhttps://www.quora.com/unanswered/How-can-I-change-my-branch-after-the-1st-year-at-PES-University-and-should-I-pay-the-extra-fee
PES-University-1,Should we pay extra fees for a branch change at PES University?,1,1,1/1,No,Followed,2019-06-04,https://www.quora.comhttps://www.quora.com/Should-we-pay-extra-fees-for-a-branch-change-at-PES-University
PES-University-1,"Which college is best among NMIMS Mumbai & PES University (electronic campus, Bangalore) for CSE?",1,1,1/1,No,Followed,2019-06-09,https://www.quora.comhttps://www.quora.com/Which-college-is-best-among-NMIMS-Mumbai-PES-University-electronic-campus-Bangalore-for-CSE
PES-University-1,"What is the expected 2nd round CSE cutoff for PES main campus from PESSAT 2019, given that the first round cutoff is 767?",5,1,5/1,Yes,Followed,2019-06-10,https://www.quora.comhttps://www.quora.com/What-is-the-expected-2nd-round-CSE-cutoff-for-PES-main-campus-from-PESSAT-2019-given-that-the-first-round-cutoff-is-767
